iter	Passed	Remaining
243	674	2091
244	676	2084
245	677	2077
246	678	2069
247	680	2062
248	686	2071
249	688	2065
250	690	2059
251	691	2052
252	692	2044
253	693	2037
254	695	2030
255	696	2024
256	701	2028
257	703	2022
258	705	2017
259	706	2011
260	707	2004
261	712	2007
262	715	2005
263	717	1999
264	718	1992
265	719	1986
266	721	1979
267	722	1973
268	723	1967
269	728	1969
270	729	1963
271	731	1956
272	732	1950
273	733	1943
274	734	1937
275	736	1931
276	740	1933
277	743	1932
278	745	1926
279	746	1920
280	748	1913
281	749	1907
282	750	1901
283	752	1896
284	757	1901
285	759	1895
286	760	1890
287	762	1884
288	763	1878
289	765	1873
290	766	1867
291	767	1861
292	772	1863
293	773	1857
294	774	1851
295	776	1846
296	777	1841
297	779	1836
298	781	1831
299	782	1826
300	788	1829
301	790	1826
302	791	1820
303	792	1815
304	793	1809
305	795	1803
306	796	1797
307	797	1792
308	803	1795
309	804	1790
310	805	1785
311	806	1779
312	808	1773
313	810	1769
314	811	1765
315	813	1760
316	817	1760
317	818	1755
318	819	1750
319	821	1744
320	822	1739
321	823	1734
322	824	1728
323	825	1723
324	827	1717
325	828	1712
326	832	1713
327	835	1712
328	837	1707
329	838	1703
330	840	1698
331	841	1694
332	843	1689
333	844	1684
334	846	1680
335	847	1675
336	849	1670
337	850	1665
338	851	1660
339	852	1655
340	854	1650
341	855	1646
342	859	1647
343	861	1642
344	863	1638
345	865	1635
346	866	1630
347	868	1626
348	870	1623
349	871	1618
350	878	1624
351	880	1620
352	881	1616
353	883	1611
354	884	1607
355	886	1603
356	891	1605
357	892	1601
358	894	1597
359	896	1593
360	898	1589
361	899	1585
362	901	1582
363	906	1583
364	907	1579
365	909	1575
366	911	1572
367	913	1569
368	915	1565
369	917	1561
370	925	1568
371	926	1564
372	928	1560
373	930	1557
374	931	1553
375	933	1549
376	939	1552
377	941	1548
378	943	1545
379	944	1541
380	946	1537
381	947	1533
382	949	1529
383	953	1530
384	955	1526
385	957	1522
386	958	1518
387	959	1513
388	960	1509
389	962	1505
390	963	1500
391	964	1496
392	970	1499
393	972	1496
394	974	1492
395	975	1487
396	976	1483
397	978	1479
398	980	1476
399	986	1479
400	988	1476
401	989	1472
402	991	1469
403	993	1465
404	994	1461
405	999	1462
406	1001	1459
407	1003	1456
408	1005	1452
409	1007	1449
410	1008	1445
411	1010	1442
412	1018	1447
413	1019	1443
414	1021	1439
415	1023	1436
416	1024	1432
417	1026	1429
418	1031	1430
419	1033	1427
420	1035	1423
421	1036	1420
422	1038	1417
423	1040	1413
424	1042	1409
425	1046	1409
426	1047	1406
427	1049	1402
428	1051	1399
429	1052	1395
430	1054	1392
431	1056	1388
432	1061	1390
433	1066	1391
434	1069	1388
435	1070	1385
436	1072	1381
437	1079	1385
438	1081	1381
439	1083	1378
440	1085	1375
441	1087	1372
442	1095	1377
443	1113	1394
444	1115	1390
445	1116	1387
446	1118	1383
447	1120	1380
448	1127	1383
449	1128	1379
450	1130	1376
451	1132	1372
452	1134	1369
453	1135	1365
454	1139	1364
455	1141	1362
456	1143	1358
457	1145	1355
458	1146	1351
459	1148	1348
460	1149	1344
461	1171	1364
462	1174	1362
463	1176	1358
464	1177	1354
465	1179	1351
466	1180	1347
467	1182	1344
468	1183	1340
469	1188	1339
470	1189	1336
471	1191	1332
472	1193	1329
473	1194	1326
474	1196	1322
475	1198	1318
476	1204	1320
477	1214	1325
478	1220	1327
479	1222	1323
480	1223	1320
481	1225	1317
482	1227	1313
483	1228	1310
484	1230	1306
485	1234	1305
486	1236	1302
487	1237	1298
488	1239	1295
489	1240	1291
490	1242	1288
491	1244	1284
492	1245	1281
493	1258	1288
494	1259	1285
495	1261	1282
496	1264	1279
497	1266	1276
498	1268	1273
499	1269	1269
500	1271	1266
501	1273	1262
502	1274	1259
503	1276	1256
504	1277	1252
505	1281	1250
506	1282	1247
507	1284	1243
508	1285	1240
509	1288	1237
510	1290	1234
511	1312	1251
512	1314	1248
513	1316	1244
514	1317	1241
515	1319	1237
516	1321	1234
517	1322	1231
518	1324	1227
519	1328	1226
520	1330	1223
521	1332	1219
522	1334	1217
523	1336	1213
524	1337	1210
525	1355	1221
526	1359	1220
527	1361	1217
528	1363	1213
529	1365	1210
530	1367	1207
531	1369	1204
532	1370	1201
533	1372	1197
534	1376	1196
535	1377	1192
536	1379	1189
537	1381	1186
538	1383	1183
539	1385	1180
540	1387	1176
541	1391	1175
542	1407	1184
543	1410	1181
544	1411	1178
545	1413	1175
546	1415	1171
547	1416	1168
548	1419	1166
549	1422	1163
550	1425	1161
551	1431	1161
552	1439	1163
553	1442	1161
554	1444	1157
555	1445	1154
556	1447	1151
557	1479	1171
558	1482	1169
559	1487	1168
560	1489	1165
561	1490	1161
562	1492	1158
563	1494	1155
564	1495	1151
565	1497	1148
566	1502	1147
567	1504	1143
568	1505	1140
569	1507	1137
570	1509	1133
571	1510	1130
572	1512	1127
573	1521	1129
574	1523	1125
575	1525	1122
576	1526	1119
577	1528	1115
578	1530	1112
579	1532	1109
580	1534	1106
581	1535	1103
582	1537	1099
583	1539	1096
584	1541	1093
585	1542	1090
586	1547	1088
587	1548	1085
588	1550	1081
589	1552	1078
590	1553	1075
591	1555	1071
592	1562	1072
593	1564	1069
594	1566	1065
595	1567	1062
596	1569	1059
597	1572	1057
598	1574	1053
599	1579	1052
600	1580	1049
601	1582	1046
602	1584	1042
603	1585	1039
604	1587	1036
605	1589	1033
606	1592	1031
607	1594	1027
608	1596	1024
609	1597	1021
610	1599	1018
611	1601	1015
612	1602	1011
613	1606	1010
614	1608	1007
615	1611	1004
616	1612	1001
617	1614	997
618	1616	994
619	1617	991
620	1622	989
621	1625	987
622	1627	984
623	1629	981
624	1630	978
625	1632	975
626	1634	972
627	1637	969
628	1638	966
629	1640	963
630	1642	960
631	1643	957
632	1645	954
633	1647	951
634	1649	947
635	1652	945
636	1654	942
637	1655	939
638	1657	936
639	1662	934
640	1663	931
641	1667	930
642	1669	926
643	1671	923
644	1672	920
645	1674	917
646	1676	914
647	1678	911
648	1679	908
649	1683	906
650	1685	903
651	1687	900
652	1689	897
653	1690	894
654	1692	891
655	1694	888
656	1698	886
657	1700	883
658	1701	880
659	1703	877
660	1704	874
661	1706	871
662	1708	868
663	1709	865
664	1714	863
665	1716	860
666	1718	857
667	1719	854
668	1721	851
669	1722	848
670	1727	846
671	1731	845
672	1733	842
673	1735	839
674	1737	836
675	1738	833
676	1742	831
677	1745	828
678	1747	826
679	1749	823
680	1753	821
681	1754	818
682	1756	815
683	1762	814
684	1764	811
685	1766	808
686	1767	805
687	1769	802
688	1771	799
689	1772	796
690	1777	794
691	1778	791
692	1780	788
693	1782	785
694	1784	782
695	1785	780
696	1787	777
697	1791	775
698	1793	772
699	1795	769
700	1796	766
701	1798	763
702	1800	760
703	1802	757
704	1803	754
705	1808	752
706	1810	750
707	1812	747
708	1813	744
709	1815	741
710	1816	738
711	1818	735
712	1822	733
713	1824	730
714	1825	727
715	1827	724
716	1829	721
717	1830	718
718	1832	716
719	1834	713
720	1837	711
721	1839	708
722	1840	705
723	1842	702
724	1843	699
725	1844	696
726	1847	693
727	1849	690
728	1855	689
729	1857	687
730	1858	684
731	1860	681
732	1861	678
733	1863	675
734	1864	672
735	1869	670
736	1870	667
737	1872	664
738	1874	661
739	1876	659
740	1877	656
741	1879	653
742	1887	652
743	1888	649
744	1890	647
745	1892	644
746	1894	641
747	1896	638
748	1901	637
749	1903	634
750	1905	631
751	1906	628
752	1908	626
753	1910	623
754	1912	620
755	1916	618
756	1918	615
757	1920	613
758	1922	610
759	1924	607
760	1926	604
761	1927	602
762	1931	600
763	1933	597
764	1935	594
765	1936	591
766	1938	588
767	1940	586
768	1942	583
769	1946	581
770	1948	578
771	1950	575
772	1951	573
773	1952	570
774	1954	567
775	1955	564
776	1957	561
777	1958	558
778	1963	557
779	1965	554
780	1966	551
781	1968	548
782	1970	546
783	1971	543
784	1973	540
785	1977	538
786	1979	535
787	1981	533
788	1983	530
789	1985	527
790	1986	524
791	1987	522
792	1988	519
793	1992	516
794	1993	514
795	1995	511
796	1996	508
797	1997	505
798	1999	502
799	2000	500
800	2001	497
801	2002	494
802	2004	491
803	2008	489
804	2009	486
805	2010	483
806	2011	481
807	2012	478
808	2014	475
809	2015	472
810	2016	469
811	2018	467
812	2019	464
813	2023	462
814	2024	459
815	2026	456
816	2027	454
817	2028	451
818	2029	448
819	2031	445
820	2033	443
821	2034	440
822	2038	438
823	2040	435
824	2041	433
825	2042	430
826	2043	427
827	2045	424
828	2046	422
829	2048	419
830	2049	416
831	2054	414
832	2056	412
833	2057	409
834	2059	406
835	2060	404
836	2061	401
837	2063	398
838	2064	396
839	2068	393
840	2069	391
841	2070	388
842	2071	385
843	2073	383
844	2074	380
845	2076	377
846	2078	375
847	2083	373
848	2085	370
849	2087	368
850	2088	365
851	2090	363
852	2092	360
853	2093	357
854	2095	355
855	2100	353
856	2101	350
857	2103	348
858	2104	345
859	2106	342
860	2108	340
861	2115	338
862	2117	336
863	2118	333
864	2120	330
865	2121	328
866	2123	325
867	2125	323
868	2129	320
869	2132	318
870	2134	316
871	2135	313
872	2137	310
873	2139	308
874	2141	305
875	2145	303
876	2146	301
877	2148	298
878	2149	295
879	2151	293
880	2152	290
881	2154	288
882	2155	285
883	2156	283
884	2158	280
885	2159	277
886	2160	275
887	2162	272
888	2163	270
889	2164	267
890	2166	265
891	2167	262
892	2169	259
893	2172	257
894	2174	255
895	2176	252
896	2178	250
897	2180	247
898	2181	245
899	2183	242
900	2184	240
901	2189	237
902	2191	235
903	2192	232
904	2194	230
905	2196	227
906	2197	225
907	2199	222
908	2204	220
909	2206	218
910	2207	215
911	2210	213
912	2212	210
913	2214	208
914	2215	205
915	2221	203
916	2223	201
917	2225	198
918	2227	196
919	2229	193
920	2230	191
921	2234	189
922	2236	186
923	2238	184
924	2239	181
925	2241	179
926	2242	176
927	2244	174
928	2246	171
929	2250	169
930	2251	166
931	2253	164
932	2255	161
933	2257	159
934	2258	157
935	2259	154
936	2261	152
937	2262	149
938	2266	147
939	2268	144
940	2269	142
941	2271	139
942	2272	137
943	2273	134
944	2275	132
945	2276	129
946	2277	127
947	2282	125
948	2283	122
949	2285	120
950	2287	117
951	2288	115
952	2290	112
953	2291	110
954	2293	108
955	2295	105
956	2296	103
957	2298	100
958	2300	98
959	2301	95
960	2303	93
961	2305	91
962	2306	88
963	2311	86
964	2312	83
965	2314	81
966	2316	79
967	2317	76
968	2319	74
969	2320	71
970	2322	69
971	2325	66
972	2327	64
973	2329	62
974	2331	59
975	2332	57
976	2334	54
977	2338	52
978	2339	50
979	2341	47
980	2344	45
981	2345	43
982	2347	40
983	2349	38
984	2354	35
985	2356	33
986	2357	31
987	2359	28
988	2360	26
989	2362	23
990	2363	21
991	2365	19
992	2368	16
993	2370	14
994	2371	11
995	2372	9
996	2374	7
997	2375	4
998	2377	2
999	2379	0
